"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Honduras","HND","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0000524690523","13.8036728949197","18.2109623147431","23.218875963589","30.3199634923172","26.8698075498204","","","","40.0647789480924","48.3077826332305","51.6594410590659","52.285472619254","57.3151544054499","49.9659959359891","43.062176581201","40.8420161914099","45.9498086705291","55.8203874097774","64.7790763583363","74.9747489229593","83.7669665250505","83.0026113649231","73.0918049436474","65.7802248185182","56.4913226343655","55.550797482934","40.9798859181064","38.9255911041882","42.0064815570102","36.3265259967886","",
"Honduras","HND","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70000","2300","8000","12000","","","2500","2000","890","","17000","390","937000","260",
"Honduras","HND","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","24.5283018867924","25.1865671641791","35.2678571428571","35.8009708737864","34.7652347652348","33.9748334566987","40.9802586793737","36.285888821014","38.8888888888889","44.8902821316614","47.8411053540587","48.7394957983193","48.7315010570825","35.2603917821309","32.8618968386023","31.9069069069069","35.0993377483444","29.811320754717","26.8030139935414","19.1375511488826","16.0530590146183","13.8201421220289","10.9147609147609","10.3681560730019","6.76995182918891","5.2195526097763","4.7688798795328","5.10991181804154","4.45479463942853","3.56266249095585","2.48523939606044","2.80574760841614","2.13512926041385","2.73184392991867","2.75005176243808","3.38955642415298","2.80098395205914","3.66106462487312","3.624183482273","4.5407651579454","4.62226951059951","4.36563709984233","4.45135012540195","4.75497120406895","5.20243242116121","4.97983354958438","5.00950597154134","4.86505428922859",
"Honduras","HND","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","16.1425576519917","14.9253731343284","13.8392857142857","14.4417475728155","11.3886113886114","9.40044411547002","9.59836623553439","8.36896762370189","11.4540466392318","9.34169278996866","7.65687967760508","7.05882352941177","8.66807610993658","25.1313903487817","29.8668885191348","31.5315315315315","27.9801324503311","39.622641509434","45.3175457481163","59.9937047529116","63.4001082837033","65.4741484930164","63.7006237006237","65.5443675267464","65.2779585991407","65.09942004971","72.4050752804118","72.6959300482179","72.7314545489189","68.4143404591076","70.1374928475066","69.4708047961526","68.2582406641577","66.1562725559317","65.1490302247169","62.0049182798314","65.8624147201326","66.7622336637895","65.6393052680173","69.038918212773","68.8462272389345","72.699143391244","74.2780920461673","72.2232861178474","73.2713302979085","76.1363546922608","86.7427448551897","83.5874581256108",
"Honduras","HND","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","3.27102803738318","3.11572700296736","3.38345864661654","1.20772946859903","1.46904512067156","2.0456333595594","2.39561943874059","1.47909967845659","9.02990411908009","4.48465538489283","3.7820215911925","3.5204332840965","2.69743568977212","3.35825399763401","2.69637977483918","3.9203268099555","5.56317742531552","3.33012160732823","3.01612514241521","2.09236551228012","3.42591864984616","4.78130224385192","6.90929135898042","5.74117231584668","3.94200310212613","5.74117231139209","5.75622661240289","18.0060652009098","22.4910607866508","25.4524089306698","23.2767109798129","20.6821387357354","15.4653313847313","15.0963100487352","13.7477523913959","13.3912473365022","18.2389460932768","13.7180373185902","19.5185595929284","9.50823470796572","5.16630766759202","2.64752729148261","0.288383228960741","0.300105168611781","0.334852417800183","0.321973903572747","0.377487002391331","0.371525785453345","0.420546431623141","0.704483214013933","0.176590013643932","0.978585348935253","1.95518278416618","1.6662190403807","1.48853023823763","1.52911093040936","0.394967644700379","0.0123212167834806","0.00877458728024999","0.0059181291868857","0.624702322712176","",
"Honduras","HND","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","18.8473520249221","16.4688427299703","18.0451127819549","17.2705314009662","20.0419727177335","18.2533438237608","15.4688569472964","15.7556270096463","18.4308159935632","18.3828789563858","16.0075296017862","9.21584997752232","11.0964881199445","12.0605016859674","23.0221345183632","19.091325079083","14.3190182806749","11.9121020583174","10.2382595823596","10.9364016072606","12.2383079554865","11.5892872389357","10.6462578374332","10.0490304274826","6.5307249269139","10.0490304267315","3.83761447484968","4.05610310841547","4.57687723480334","3.83078730904818","3.77892663712457","4.42364405693038","6.65884225560953","12.9264330471107","14.9292954822943","15.2925749877069","16.6035735917626","15.3628196268141","15.3043251353643","7.39977883566832","24.0535461612958","27.1973790832703","25.3681525114392","28.101592424229","29.7639012561791","25.8942670410735","28.4458641617172","30.7846369315719","32.8435878105708","28.7741698502851","28.220250987365","26.2656633245826","24.0380213559979","29.7113849272271","30.8821206772463","29.6218529008906","30.2027700066652","24.8816923771662","26.9893441279907","26.5515420661016","28.8089614184698","",
"Honduras","HND","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","77.7258566978193","80.4154302670623","78.5714285714286","81.5217391304348","78.488982161595","79.7010228166798","82.0670773442847","82.3151125401929","72.5392798873567","77.0645345516848","80.1178133276327","87.1791578361484","86.1397665495703","84.2931410498869","73.78892233455","76.6441631131832","80.1178042940095","84.6743761173176","86.403319833343","86.7100120079542","84.2687976401322","83.0227965660555","82.1064791456125","82.9239853319715","88.8692080648489","82.9239853370999","90.1021933127568","77.9378316906748","72.9320619785459","70.716803760282","72.9443623830625","74.8942172073343","76.2091320588465","71.9772569041541","70.0676745373185","71.3161776757909","65.1574803149606","70.9191430545957","65.1771152717072","82.9641931241647","70.4440554376131","69.7970229591102","73.7022111180286","70.6582776558716","68.4793976381062","72.1253950439545","68.7911054841795","67.8778551308207","64.6306630238476","67.1420563623609","68.0066260544595","68.0856779022007","69.7197280374388","62.7475307441744","63.6230397205594","66.7829162074395","67.4175769335219","72.8283918295558","70.7730688170262","71.62982981815","68.7237429041774","",
"Honduras","HND","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","2.52073526706251","3.94579201418278","4.42311331415968","5.67853644852572","7.39277153166403","8.16818951007776","8.32165422610311","8.07967704515961","2.76623354775401","3.20094061885239","5.68695871544912","10.9758794390736","10.7207905693372","9.88690838932215","9.59141684099134","9.98611074626078","11.1680925695725","12.4904025289743","11.6147409083001","8.72204116674075","8.70611934692138","6.48302508745675","3.71929435034096","3.67501129402512","4.37976214474372","","","","","","12.8355644808409","14.2438239050255","9.13166293477589","23.5440173148317","23.3212424207706","20.9822163644882","27.0281309880056","16.4275110246964","17.4685731352668","23.9909296522191","24.6614635754408","23.9343063987471","21.9859238189408","29.3583536875029","28.5599338205094","","25.828520745711","23.9046277017131","19.7616243181849","30.1894705382227","","38.1463644958527","34.0130361044884","32.582665638003","29.4634014291121","32.9363742286705","20.7829595018079","31.0659126543327","30.4905533127222",
"Honduras","HND","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","75.5408732014104","73.7394184135689","76.1530950316881","77.5596236128051","75.9479438536294","73.371578530657","71.4988135221716","71.7700910386345","78.9542919808079","74.0661436449716","66.5223639642946","54.2748837972568","58.4657111979273","69.7213545741556","72.481416986993","74.1729606560946","74.0889768118523","75.1044855661117","76.3631735381796","78.8261427712962","77.3762663889478","80.6893429652325","84.7323525133245","89.4355132952857","89.1441522727437","","","","","","81.8175721910744","80.0191907613044","86.8758954733026","70.0571611045965","65.2547072832406","72.1446022391106","62.3937770540642","65.3356749321305","66.2728533115239","61.5336320053658","61.3085485768162","62.7790804663466","64.4969230105027","57.3989133430513","52.1207152456111","","55.2591681637953","54.1106341915854","64.8905787075395","54.4855483628831","","52.7578275791005","59.1975549636357","60.8038695453665","62.8026151616863","59.9319444644167","71.0664057716872","61.518035542138","62.005649865798",
"Honduras","HND","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4988184252601","11.4988184252601","11.4988184252601","11.4988184252601","12.1797384643209","16.1880985921412","26.4762572831827","20.3918054535478","21.3002661031447","22.3732294907813","19.9907810392067","21.5685629305336","15.6294848385824","16.5084158757876","20.478929014908","21.3023044252634","39.71699006604","31.1194207600781","31.1194207600781","28.6427872106113","25.9925484491293","26.8886357010046","36.7816544594011","36.7816544594011","36.5354446917938","41.0123289762673","39.8112356768584","33.2696428242971","27.3954040626432","23.5807138249449","23.5807138249449","",
